iterationNum,error,c_params
20,0.0361559345830973,0.9563604687920384 1.028445822379267 0.947697096102985 1.0339651256148878 1.0370110487750188 1.0253061577953275 0.9674090891509916 0.8 0.8 0.9563909766397315 1.0283374052561955 0.947773443856129 1.033887498737506 1.037061600309958 1.0252795750606465 0.9673653502712837 0.8 0.8
21,0.021277119392822893,0.9896431936364996 1.0086479815532639 0.9800408510516997 1.0137200515005924 1.0181564514578814 1.00413166427004 0.9995464566637609 0.8 0.8 0.9896784164922668 1.0085497338444904 0.9801307704493412 1.0136416401264663 1.0181964729678625 1.0041015206246073 0.9995115261175331 0.8 0.8
22,0.031955293025076,0.9603379194670248 1.0299963328396973 0.9513758240965666 1.0358083153037405 1.038856908886992 1.026852122925164 0.9705782156006054 0.8 0.8 0.960375776801604 1.029887063380268 0.951461911302342 1.0357216401299951 1.0389062991007454 1.026822011019222 0.9705365407765304 0.8 0.8
23,0.01958031790333424,0.9915451703248075 1.0110878535366505 0.9817381250096312 1.0164442560364242 1.0207933876218116 1.0066522300508869 1.0006100045312107 0.8 0.8 0.9915811199065939 1.0109827945098453 0.9818336208951115 1.0163604124667776 1.0208348278435648 1.0066190574505847 1.0005771010373834 0.8 0.8
24,0.028690225198542845,0.9634688185654676 1.0311311644979901 0.9543728281051636 1.037189257128366 1.0401250537380564 1.0281058336432096 0.9731152073043472 0.8 0.8 0.9635146183535316 1.0310204205331939 0.9544628023777564 1.0371058460330702 1.0401730713235653 1.0280702082658832 0.9730790034360252 0.8 0.8
25,0.01821491788990705,0.9929328569326813 1.0130179767719223 0.9830331868857822 1.018595831995628 1.0228149671733864 1.0087216328228947 1.0013841504398344 0.8 0.8 0.99297462243556 1.0129114012603913 0.9831345192793445 1.0185137400459752 1.0228519578633506 1.0086851791593363 1.0013514073980085 0.8 0.8
26,0.02611022280347187,0.9659874428135155 1.031974780549022 0.9567679065061314 1.0381955762478936 1.0410862539234425 1.0289899744415807 0.9751562811496879 0.8 0.8 0.9660309544614626 1.0318529507141114 0.9568607551126833 1.0381127545448625 1.041136980285827 1.028955198756166 0.975116863227882 0.8 0.8
27,0.017103915138270486,0.9939620269834707 1.0145599250012918 0.9839888453562475 1.020297130062124 1.0244267748349047 1.0103428816625435 1.001937495044175 0.8 0.8 0.9940061756793486 1.014442944682159 0.9840942329349963 1.0202135196383995 1.0244637701170989 1.010303114086358 1.0019032990267964 0.8 0.8
28,0.024051203422894653,0.9680085221534175 1.0325853592040404 0.9586945481386501 1.0389331153384045 1.041790370132553 1.0296321401058546 0.9767919814441367 0.8 0.8 0.9680569013384441 1.0324669322281625 0.9588008343350568 1.038847527972783 1.0418384281811448 1.0295986207966838 0.9767589933501158 0.8 0.8
29,0.016194899157407537,0.9947256800033913 1.0157837112631094 0.984695363406609 1.021648452548477 1.0257048163760056 1.0116300934356306 1.002328050606167 0.8 0.8 0.9947703088991647 1.015670872991716 0.9848072323246368 1.0215590439120936 1.0257465754336859 1.01159541490434 1.0022987544246869 0.8 0.8
30,0.022399296575492705,0.9696358326541251 1.0330364805007197 0.9602543923716476 1.0394710918289203 1.0423007993672646 1.030092976200639 0.9781188003906565 0.8 0.8 0.9696841935211483 1.0329127703352177 0.9603551946255982 1.039376164614457 1.042354517954053 1.0300620730726273 0.978081636462078 0.8 0.8
31,0.015439057507214193,0.9952832428576858 1.0167664768600795 0.9852142949960956 1.0227173781701473 1.0267186704357238 1.0126579421599606 1.0025965611451733 0.8 0.8 0.9953266134110995 1.0166482276688762 0.9853225183638192 1.0226199180987132 1.0267658314419075 1.0126240792449508 1.002563887018167 0.8 0.8
32,0.02104587544840258,0.9709525732180433 1.0333480048379649 0.9615182324786349 1.0398430789403232 1.0426644744874058 1.030416561130113 0.9791901810737115 0.8 0.8 0.9709994053798555 1.0332261749070062 0.961625406076072 1.0397486060160726 1.0427192003527375 1.0303840264664457 0.9791548500767935 0.8 0.8
33,0.014810921481144447,0.9956808866357127 1.0175464305371997 0.9855861764741437 1.023557435098753 1.0275232252499527 1.0134776136041468 1.0027690795978197 0.8 0.8 0.995724670184862 1.0174282365911804 0.9857044723913666 1.0234647248310693 1.0275704656151838 1.013440381839394 1.002740294222541 0.8 0.8
34,0.019943009351436315,0.9720063993981802 1.0335677691977492 0.9625372480317388 1.0400976933414672 1.0429204594580825 1.0306314051589247 0.9800587594237884 0.8 0.8 0.9720582799386964 1.0334457285611505 0.962650696833437 1.0400026170906567 1.0429777369124853 1.0305968396090999 0.9800235905648427 0.8 0.8
35,0.014286062555289728,0.9959540652424057 1.0181683869998757 0.9858508669809362 1.0242196747588044 1.028164191921462 1.014122218792313 1.002877902063211 0.8 0.8 0.9960080746374649 1.0180527652510825 0.9859724720531619 1.0241242403277275 1.0282119007376191 1.014086773783785 1.002847738529017 0.8 0.8
36,0.019034433817215226,0.9728575581540939 1.0337143574573129 0.9633647723062131 1.0402635513593355 1.0430951296260085 1.030773550275727 0.9807628160491753 0.8 0.8 0.9729175818923963 1.0335932551905096 0.9634850473074688 1.0401683764504717 1.0431541642917832 1.030737834016556 0.9807272314101734 0.8 0.8
37,0.013845440056756187,0.9961457134933662 1.0186680528740941 0.9860333112617549 1.0247434812829288 1.0286715484670916 1.014636703768047 1.002938106773366 0.8 0.8 0.9962019899618223 1.0185551566502933 0.9861579629781002 1.0246415105153022 1.028720869450973 1.0145998693775222 1.002909255830342 0.8 0.8
38,0.018282355851574235,0.9735432997960641 1.033806302437177 0.9640377835640582 1.0403631056439284 1.0432042162890136 1.0308546994481627 0.9813345873415178 0.8 0.8 0.9736016525356379 1.0336857871153005 0.9641544658954682 1.040259959754551 1.0432627117174555 1.0308196092705721 0.9812976454379992 0.8 0.8
39,0.013475371955505796,0.9962672032431572 1.0190638286966485 0.9861578785178288 1.025149661157922 1.0290692380004638 1.0150447635767192 1.0029616058968571 0.8 0.8 0.9963261793135979 1.0189499573371794 0.9862822687109826 1.0250483983479943 1.0291220083092942 1.0150063603020794 1.00293249217156 0.8 0.8
40,0.017660215045244364,0.9740991252551024 1.033864069191837 0.96458461168726 1.0404138997421097 1.0432725579033821 1.0308977281452683 0.9817971767844469 0.8 0.8 0.9741583945917476 1.033748401970656 0.9647020564798972 1.0403141795130408 1.0433330520360915 1.030859623418276 0.9817613085104361 0.8 0.8
41,0.013166186188320418,0.996348649217231 1.0193855519326787 0.9862421285965272 1.0254722288877476 1.0293873425190867 1.0153677114252764 1.002966191843693 0.8 0.8 0.9964060639191719 1.0192745754383392 0.9863659285957617 1.0253691609472426 1.0294387484041188 1.0153263131474701 1.0029352239739608 0.8 0.8
42,0.017149267014542852,0.974541417553614 1.03389203509384 0.9650211957608874 1.04043699012767 1.043309613047705 1.0309095451786248 0.9821673200060692 0.8 0.8 0.974601918479553 1.0337746081350385 0.9651375314813273 1.0403284705374676 1.0433670681470157 1.0308703707038291 0.9821302253186032 0.8 0.8
43,0.012905618745751796,0.9963877274815447 1.019634994541809 0.9862883611660793 1.0257207617209467 1.0296389974272944 1.0156211419492105 1.0029510333682359 0.8 0.8 0.9964499306466135 1.0195267058317703 0.9864135464062352 1.0256151980812127 1.0296853928785807 1.015576962192187 1.002919945740776 0.8 0.8
44,0.016720520857381987,0.9748985049636901 1.033899252892339 0.9653773478989462 1.0404330120983434 1.0433232645885393 1.0309044552553808 0.9824686326324932 0.8 0.8 0.9749642292383629 1.033784568345979 0.9654955207959557 1.040326326798634 1.0433762037964063 1.0308619057120794 0.9824333127740354 0.8 0.8
45,0.012687598829152482,0.9964041772607254 1.0198374540363955 0.9863131985840088 1.025912455615881 1.0298329741485301 1.0158178928616757 1.002922043917365 0.8 0.8 0.9964691070127484 1.0197231473850117 0.9864399759773094 1.0258064264115998 1.0298780627666952 1.015773581838856 1.0028916719963126 0.8 0.8
46,0.016365377123786214,0.9751805097772563 1.03389219014031 0.9656585152968984 1.0404077546878285 1.0433196962785258 1.0308846023751241 0.9827095872143669 0.8 0.8 0.9752514290824574 1.0337801131314093 0.9657849710342542 1.0403052689131997 1.043369200906075 1.030839258678497 0.982678290503066 0.8 0.8
47,0.012506527502968703,0.996405520532545 1.0199962969096483 0.9863188800940478 1.0260591068497764 1.0299891801532453 1.015974624649911 1.0028913887655178 0.8 0.8 0.9964768575456204 1.0198880336187315 0.9864506385650827 1.025955148628502 1.0300298957829592 1.0159262814048504 1.00286796112999 0.8 0.8
48,0.01607450631318891,0.9754065038202546 1.0338873792948189 0.9658903525421663 1.0403803278493229 1.0433084613524441 1.0308605595652225 0.9829037585678037 0.8 0.8 0.9754807287357659 1.0337719251470803 0.9660157657763401 1.0402762302432345 1.0433552587248884 1.0308131289057776 0.9828781318209853 0.8 0.8
49,0.012354902942720493,0.9963962450736786 1.0201274146454817 0.9863207785559852 1.0261726215295237 1.030107413070527 1.0160944656904223 1.0028596537800702 0.8 0.8 0.9964660112586932 1.0200150831065564 0.9864492127582065 1.026069263356103 1.0301471854626794 1.0160475084469927 1.0028368153627683 0.8 0.8
50,0.01583118099408624,0.9755904846391882 1.0338703716657862 0.9660743101333109 1.0403459883297024 1.0432877983258906 1.030826931895109 0.9830592775261398 0.8 0.8 0.9756645045984373 1.033757312270353 0.966199881367772 1.0402439831793964 1.0433334933486487 1.030779201124779 0.9830367993652707 0.8 0.8
51,0.01222838881545397,0.9963796605704351 1.0202269294560438 0.9863088678927435 1.0262591307139688 1.0301973277628294 1.016186703254024 1.002823430552579 0.8 0.8 0.9964490523064069 1.020114840016434 0.9864424161940466 1.0261537495410475 1.0302380783295244 1.016138888843249 1.002803429945034 0.8 0.8
52,0.015629707066557474,0.9757353653938712 1.0338524396990902 0.9662235228207587 1.0403085429537446 1.0432638191664048 1.0307921951671246 0.9831843353301177 0.8 0.8 0.975805177729783 1.0337364750696414 0.9663538516185747 1.040207012473155 1.0433097593906226 1.030745386590793 0.983162165001537 0.8 0.8
53,0.012123717939610848,0.9963575662517392 1.020305955888449 0.9862940306134654 1.0263193869821134 1.0302693853137557 1.0162568804650647 1.002786541664528 0.8 0.8 0.9964277818538061 1.0201929462283 0.9864349544684187 1.0262198984610194 1.0303083300925147 1.01620861136363 1.002772013951329 0.8 0.8
54,0.01546171491550378,0.9758507372516856 1.0338333785326888 0.9663393908175049 1.0402693040243192 1.043237481750021 1.0307563918074212 0.9832852725660322 0.8 0.8 0.9759214394651204 1.0337144741340132 0.9664746509805169 1.0401715974452304 1.0432830202698664 1.0307114866032085 0.9832664494380065 0.8 0.8
55,0.012035627210730012,0.9963367428983378 1.0203694697067456 0.9862759556158311 1.0263679038612177 1.0303195485063126 1.016308588979329 1.0027577928607476 0.8 0.8 0.9964025103881623 1.0202521554136332 0.9864163661050078 1.0262667870635986 1.0303633576267341 1.0162677633642951 1.002739471882739 0.8 0.8
56,0.015325171705524823,0.9759388535382337 1.033812590305289 0.9664311410166706 1.0402292050083561 1.0432069960491814 1.0307191416205308 0.9833644968146368 0.8 0.8 0.9760073706891619 1.0336889851370301 0.9665671450989772 1.0401303979316412 1.043257758966259 1.0306812253770063 0.9833414814090015 0.8 0.8
57,0.011966768291077614,0.9963135533799988 1.020413264362851 0.9862564151934438 1.026395594644085 1.0303558965983977 1.0163448690288495 1.0027259711775525 0.8 0.8 0.9963761806859602 1.0202957526232048 0.9864013851366452 1.0262977700941496 1.03039969498465 1.016305692043426 1.0027087947816669 0.8 0.8
58,0.015216966745248469,0.9760065155774172 1.0337930915201328 0.9665040295827627 1.0401921314876255 1.0431825009397802 1.0306899892307797 0.9834235839659211 0.8 0.8 0.976077162074787 1.0336731401822803 0.9666385674207598 1.0400958928313162 1.043236337757305 1.0306538627575337 0.9834020178924833 0.8 0.8
59,0.011909409737034722,0.9962884931304355 1.0204508685969433 0.9862426433115083 1.026418727073391 1.0303835756918927 1.0163750495029533 1.002701781653884 0.8 0.8 0.996358031156263 1.0203329004968977 0.9863836600060447 1.0263172823904858 1.0304326840551672 1.0163373635148025 1.0026815358777441 0.8 0.8
60,0.015126111571620854,0.9760578665394981 1.0337736743782537 0.96656103594368 1.0401626546245013 1.0431572368564839 1.0306614704272152 0.9834734567933021 0.8 0.8 0.9761299974963902 1.033651425809257 0.9666934828941002 1.040055292149952 1.0432148486895272 1.0306242276975905 0.9834473123203868 0.8 0.8
61,0.011860768724936193,0.9962671944169207 1.0204780688280708 0.9862270948007628 1.0264372368312609 1.0304055666067509 1.016397619589282 1.0026786243576862 0.8 0.8 0.996334437838 1.0203610207071234 0.9863638122429852 1.026328128274456 1.030456267699281 1.016357981897621 1.0026564788217773 0.8 0.8
62,0.015052315081439002,0.9761027299352938 1.0337588067355656 0.9666085697600102 1.040137243655233 1.0431353663241434 1.0306370335784478 0.9835139474823407 0.8 0.8 0.9761709467517866 1.033636610507569 0.9667371773408368 1.0400237905203245 1.0431960624476906 1.0306021209537866 0.9834851358062829 0.8 0.8
63,0.011823743099965494,0.9962485680898476 1.0204984542995381 0.9862132115989779 1.0264489142733357 1.0304205361084224 1.0164142932810614 1.0026604244673274 0.8 0.8 0.9963166351081502 1.0203811820350468 0.9863483171377717 1.026335747309424 1.030471832648216 1.0163772283240085 1.0026385222075571 0.8 0.8
64,0.014996574059870474,0.9761306407307113 1.0337463782011262 0.9666430933378337 1.0401150596178341 1.043118745302014 1.0306163472781795 0.9835424758020317 0.8 0.8 0.9761992946167308 1.0336214329093776 0.9667711781793625 1.0399977957165414 1.0431799752622302 1.030583208307547 0.983513992805407 0.8 0.8
65,0.011793624232106356,0.9962291390611786 1.020516479730308 0.9862006228983669 1.0264600977484375 1.0304294892354686 1.0164206209281756 1.0026449145875915 0.8 0.8 0.9962981886989677 1.0203931130061117 0.9863349479046397 1.0263367736785132 1.0304832775258135 1.0163869010315676 1.0026176847054624 0.8 0.8
66,0.014949531582376458,0.9761557042156424 1.0337373433918058 0.966668615119937 1.0400972056087356 1.0431019966555435 1.030595700131756 0.9835690625264684 0.8 0.8 0.9762213780427851 1.0336047446577397 0.9667976366212698 1.039970145285003 1.043163765048201 1.0305661417892553 0.9835308025630155 0.8 0.8
67,0.01176875618465252,0.9962135695442167 1.0205303160628774 0.9861891573804824 1.026465346511018 1.0304378545558859 1.0164283689441154 1.0026331653969105 0.8 0.8 0.9962822314668912 1.0204039903428535 0.9863255872563149 1.0263388445186703 1.0304917152166324 1.0163971871756479 1.0026003961073058 0.8 0.8
68,0.014910337905609333,0.9761714944713263 1.0337254275707273 0.9666887214139339 1.0400778000585615 1.0430889295056271 1.0305784772328663 0.9835878262490884 0.8 0.8 0.9762406484426305 1.0335967748078798 0.9668244971163573 1.03994815811565 1.0431491249976654 1.030549963781672 0.9835461920121517 0.8 0.8
69,0.011748139551008275,0.9962002339778587 1.0205385937684677 0.9861752390461694 1.0264664641475882 1.0304455603009133 1.0164347252029673 1.0026217153236334 0.8 0.8 0.9962670493156053 1.0204152385011866 0.9863192491019103 1.026338070237916 1.0304967762822843 1.016402929573969 1.0025855204132248 0.8 0.8
70,0.014878539155443326,0.9761841386360348 1.0337143719377206 0.9667030348914679 1.0400613257758076 1.0430769376613096 1.0305605072480313 0.983602818418081 0.8 0.8 0.9762546594085567 1.0335871633503584 0.9668402858134316 1.0399284026143572 1.0431365868508793 1.0305363738867972 0.9835595209744765 0.8 0.8
71,0.011731442078366103,0.9961854537372703 1.0205439464842578 0.9861665592980563 1.0264687387273326 1.0304490431992175 1.0164352841226183 1.0026104415412544 0.8 0.8 0.9962557760311875 1.0204211060573838 0.9863094708601365 1.0263371599550395 1.0304988728867306 1.016407161918613 1.0025712891437262 0.8 0.8
72,0.014855495642286984,0.9761898868426132 1.0337056243414742 0.9667132277876794 1.0400464714984576 1.0430668301380905 1.0305478190663853 0.9836112693126012 0.8 0.8 0.9762633286422524 1.0335781354389457 0.966850668370815 1.0399107301786428 1.043122196855273 1.030524665505205 0.9835661276298222 0.8 0.8
73,0.01172090883385664,0.9961758109743338 1.0205488139920067 0.9861569019908976 1.026466463134682 1.0304515056193382 1.0164354489972074 1.0026031148136512 0.8 0.8 0.9962458449584994 1.0204271278469443 0.9863070714413015 1.026336203930578 1.0304987268094203 1.0164084329257146 1.0025639351084985 0.8 0.8
74,0.014836683507417663,0.976194828240851 1.0337001866714353 0.9667236219483248 1.0400345653989767 1.0430586401266586 1.0305394115215836 0.9836204344113971 0.8 0.8 0.9762716767989952 1.033578519951718 0.9668660752879106 1.0399066566426243 1.043115077394478 1.0305162046298284 0.9835780133117431 0.8 0.8
75,0.011709163162517008,0.9961618199464602 1.0205519962171083 0.9861520149305854 1.0264672254923348 1.0304511608870037 1.016435213627878 1.0025942494052609 0.8 0.8 0.9962357099387334 1.0204347033566548 0.9863007848206238 1.0263364787372262 1.0305007001188309 1.0164100853122786 1.0025580657523174 0.8 0.8
76,0.01482093725102163,0.9761949332145822 1.0336928831715342 0.96673007887066 1.040024318544538 1.0430509057632984 1.030525746907512 0.9836225960516262 0.8 0.8 0.9762769566872598 1.0335721150809984 0.9668738844466932 1.0398911777067843 1.0431074735071881 1.0305055568221797 0.9835824278565215 0.8 0.8
77,0.011701822596285931,0.9961530114965603 1.0205558778864803 0.9861467730470983 1.0264677160890532 1.030452186653862 1.0164333370917022 1.0025889000727244 0.8 0.8 0.9962295702783902 1.020435114382634 0.9862990464813117 1.0263315456153805 1.030503598280107 1.016410416074821 1.002548846617062 0.8 0.8
78,0.01480799020355296,0.9761977862385058 1.033687272947741 0.9667326300491674 1.0400169985810552 1.0430446298295544 1.0305176710499337 0.9836267806434158 0.8 0.8 0.9762812045922656 1.0335644393852035 0.9668831263731432 1.0398801187920579 1.0431020798185568 1.0304989945404528 0.9835860038498723 0.8 0.8
79,0.011695641291890687,0.9961459993481924 1.0205571257086754 0.9861393553075046 1.0264651242327998 1.030453327492432 1.0164338304054377 1.0025792831897027 0.8 0.8 0.9962269469084261 1.020441544790632 0.9862994966449861 1.0263295185956138 1.0305041802302253 1.0164096037625419 1.0025460523523453 0.8 0.8
80,0.014798515809563755,0.9762004115668184 1.0336899306325351 0.9667381392877119 1.0400125462708094 1.0430389866540666 1.0305148636796266 0.9836295190350302 0.8 0.8 0.9762884394792992 1.0335674418821135 0.9668913283025254 1.0398750770751093 1.0430971505792694 1.030494081391307 0.9835932125715733 0.8 0.8
81,0.011689881145902671,0.9961378786635472 1.0205656826541902 0.9861376728019337 1.0264691330119913 1.0304528692944341 1.0164353016287206 1.0025778146142328 0.8 0.8 0.9962257948193595 1.0204454767756237 0.9862992599324428 1.0263303480537038 1.0305054501229998 1.0164129429510047 1.002545068353783 0.8 0.8
82,0.01479084259986217,0.9761984232056957 1.0336892057895528 0.9667395739886476 1.0400075128852926 1.0430355637532986 1.0305090420488567 0.9836322038001827 0.8 0.8 0.9762944306007876 1.0335671640386854 0.9668969418731025 1.0398685933318434 1.0430945206771873 1.0304903075329814 0.9835995188677528 0.8 0.8
83,0.01168671501129887,0.9961301896759664 1.0205642510224084 0.9861327022182564 1.0264660254806046 1.03045245364337 1.0164326004615079 1.00257311805394 0.8 0.8 0.9962236839098424 1.0204476593024236 0.9862959675284241 1.0263250688618892 1.030506082617562 1.016412844328425 1.0025444152191187 0.8 0.8
84,0.014786546714808488,0.976199989062809 1.033686984188128 0.9667415990187326 1.0400030943368646 1.043029509892279 1.0305002743784795 0.9836333103597241 0.8 0.8 0.9762900553623073 1.0335607122870538 0.9668932250851606 1.0398581264828457 1.043092739382796 1.0304884780006036 0.9835960526993522 0.8 0.8
85,0.011684548593381734,0.9961283234571399 1.02056409651214 0.9861310797000877 1.0264667940954428 1.0304480644273104 1.0164272493515947 1.0025704860077276 0.8 0.8 0.9962153488168753 1.0204409382448636 0.9862910518803465 1.0263192853468819 1.0305037780573463 1.0164124693319232 1.0025359947438606 0.8 0.8
86,0.014782400144573767,0.976195312720098 1.0336807656158291 0.966738315707041 1.039999033303443 1.0430255803137198 1.0304965139498699 0.9836321120957019 0.8 0.8 0.9762897234742579 1.033555101823383 0.9668934150415173 1.0398515614511603 1.0430844431605584 1.0304825214423659 0.9835964465196217 0.8 0.8
87,0.011683230816953468,0.9961201999345772 1.0205612787307545 0.9861239739298067 1.0264610212893457 1.03044821149743 1.0164281885867987 1.0025673406403441 0.8 0.8 0.996213530136724 1.020441263475405 0.9862872721000167 1.026313308205338 1.0304984351267406 1.0164075489125302 1.0025372530043966 0.8 0.8
88,0.014782297539504191,0.9761937017749791 1.0336790756663992 0.9667377128158406 1.0399975340968992 1.0430261964407417 1.0304982708786532 0.9836290870345693 0.8 0.8 0.9762881648720521 1.0335542141354574 0.9668964429716792 1.0398470222010983 1.0430837665239208 1.0304806513337477 0.9835946371741022 0.8 0.8
89,0.011683445590096063,0.9961198796989322 1.0205572737281465 0.9861229123486834 1.0264600115304885 1.030449107648878 1.016428629902027 1.0025634806036494 0.8 0.8 0.9962139277952435 1.0204396980460098 0.9862890492235172 1.026310850688907 1.0304996666450894 1.0164051208478782 1.0025350331506537 0.8 0.8
90,0.014780798701044633,0.9761950382936448 1.033677506621784 0.9667348351470273 1.0399967542136546 1.0430260809131406 1.0304983053393755 0.9836287803310189 0.8 0.8 0.9762888662342868 1.033555616585702 0.9668986788644087 1.039845309346693 1.0430849588096809 1.0304781548134554 0.9835983583404793 0.8 0.8
91,0.011681141809901019,0.9961207585880232 1.020560601953968 0.9861179322940672 1.026460704681661 1.0304462521627564 1.016427285578334 1.0025613737187737 0.8 0.8 0.9962064207718543 1.020437207520434 0.9862870316308598 1.026307842836402 1.030498980857554 1.0164035399977873 1.002533513571323 0.8 0.8
92,0.014778084184446523,0.9761966048151557 1.033677243376203 0.966736593569424 1.039997350014645 1.0430207384734447 1.030496112080688 0.9836297619794061 0.8 0.8 0.9762844105866824 1.0335513617238028 0.9668982236453675 1.0398410547404398 1.0430803965663984 1.030475319484676 0.9835973567053459 0.8 0.8
